Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
الضحاك الشافعي,@al_da7ak,2024-10-12T22:37:52.000Z,False,"فإن فيها مصطلحات ما كانت في زمن أبي حنيفة بلا ولا بعده بمئة عام
ثم كيف يعقل يا معاشر العقلاء في دولة الإسلام وفي مجلس خليفة المسلمين الذي ما خلى قط من عالم أو فقيه أن يدخل هؤلاء الملاحدة ويسرحوا ويمرحوا ويتجرأوا على القرآن والله هذا التجرؤ

تابع   ",1,0,0,13,[],[],"['\\u2b07\\ufe0f', '\\u2b07\\ufe0f', '\\u2b07\\ufe0f']",https://pbs.twimg.com/profile_images/1673590217863843841/EDnKqvkv_normal.jpg,https://x.com/al_da7ak/status/1845232446356263262,tweet_id:1845232446356263262
لأوضحنكموها,@Xfzx2oYXjJvNeM3,2024-10-12T22:37:18.000Z,False,"شئت أم أبيت محمد بن شمس الدين من أكثر الرجال المؤثرين في هذه الفترة
شرح عشرات الكتب ودافع عن الدين ضد الرافضة و الملاحدة و الأشاعرة 
ألف مؤلفات للكبار والصغار يتكلم في قضايا الأمة 

موت بغيضك أنت والصحفي المهووس المجهول حقك الذي يضيع وقته على بثوث شخصية",1,0,0,12,[],[],[],https://pbs.twimg.com/profile_images/1784555257378295808/-BNQ9ZEw_normal.jpg,https://x.com/Xfzx2oYXjJvNeM3/status/1845232304588800016,tweet_id:1845232304588800016
Mahmoud مَحْمُوْدُ,@ixxmahmoudxxi0,2024-10-12T22:22:31.000Z,False,"الفكر اخطر من السيف
نظرية داروين في التطور أدت إلى قتل الملايين في حروب بين الملاحدة واللاادريين في أوروبا 
قد تنظر إليها كفكرة ورأي، لكنها اخطر من الف سيف",0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1800544692976635904/IQ7ZRggI_normal.jpg,https://x.com/ixxmahmoudxxi0/status/1845228582823456856,tweet_id:1845228582823456856
Just Listening,@JustLis08092895,2024-10-12T22:17:45.000Z,False,من ينتموا إلى ال البيت اال  cute    من يسعوا الا الانتماء   إلى   الملاحده  والشواذ ومجتمع    مكينه  ورا   والمنيطحيبن  اذ ا كنت خجلانه  او انت خجلان من نسبك      بإمكانك الانضمام  إلى.   شله    الموريسكيين   لا علم  ولا  ثقافه  ولا class    موطنكم النفايات    اني  هاشمية  ,0,0,0,16,[],[],['\\U0001f602'],https://pbs.twimg.com/profile_images/1698204091850108928/pltNIj3m_normal.png,https://x.com/JustLis08092895/status/1845227382224953587,tweet_id:1845227382224953587
أ,@SdqUa,2024-10-12T21:56:00.000Z,False,"العلم صحيح في اشياء لكن كلام الله اصح
المسحيين واليهود هم اقرب للمسلمين لان ربنا واحد لكن الفرق هم مشركون ونحن موحدون ومن ثم المجوس لان هم يؤمنون برب لكن غير صحيح باسفل الهرم الملاحدة لانهم قالوا لا يوجد اله واسفل من الملاحدة انتم لانكم لا ادريون مخدرين ادمغتكم كسالى",2,0,0,8,[],[],[],https://pbs.twimg.com/profile_images/1826973445214629888/-FLNhe6L_normal.jpg,https://x.com/SdqUa/status/1845221911761948685,tweet_id:1845221911761948685
Abdulrahman | 76,@lid7r5,2024-10-12T20:42:48.000Z,False,"بخصوص الملاحده 
تذكرت في مره كنت خايف من دعاء ملحده",2,0,0,277,[],[],[],https://pbs.twimg.com/profile_images/1844720866468184077/ol-ErH3G_normal.jpg,https://x.com/lid7r5/status/1845203487296192959,tweet_id:1845203487296192959
المـلاحِدة خارج التـغطية,@bttaarr_,2024-10-12T20:38:12.000Z,False,ومن أنت لتشرح ، هل تطلب العلم ؟,0,0,0,66,[],[],[],https://pbs.twimg.com/profile_images/1812576494939459584/xJENBKpz_normal.jpg,https://x.com/bttaarr_/status/1845202332159483938,tweet_id:1845202332159483938
المـلاحِدة خارج التـغطية,@bttaarr_,2024-10-12T20:32:37.000Z,False,,1,17,147,3.2K,[],[],[],https://pbs.twimg.com/profile_images/1812576494939459584/xJENBKpz_normal.jpg,https://x.com/bttaarr_/status/1845200927067865476,tweet_id:1845200927067865476
| متأمل |,@S0o_95,2024-10-12T19:42:39.000Z,True,"قرأت الحوار ككل !
وصف المعجزات للانبياء بخيال علمي هو منطق الملاحدة فلا اعجب من تجديفكم على إله ابراهيم و سخريتكم منه لانكم ملحدين فعلياً- قدحكم بمعجزة البراق وسخريتكم بسبب عدم تقبل عقولكم لها يستلزم قدحكم بصعود ايليا على مركبات وخيول من نار !دائما النصارى يقدحون في",1,0,0,15,[],[],"['\\u203c\\ufe0f', '\\U0001f4a1']",https://pbs.twimg.com/profile_images/1699434635900416000/z0jrpm1b_normal.jpg,https://x.com/S0o_95/status/1845188349142671604,tweet_id:1845188349142671604
Saif Al-dain Douma,@Douma_70,2024-10-12T19:30:35.000Z,False,ليش مات تسوين بلد الحلوين الملاحدة يفيد القرامة,1,0,0,18,[],[],"['\\U0001f923', '\\U0001f923', '\\U0001f923']",https://pbs.twimg.com/profile_images/1842438200444207104/EzWnE2jm_normal.jpg,https://x.com/Douma_70/status/1845185313255108898,tweet_id:1845185313255108898
XPOMADA,@ESSONNE91350,2024-10-12T19:30:15.000Z,False,كيف ملحد يهمك الوطن هههههههههههههههههههههههههههههههههههه يك الوطن مجرد مادة ولاد لقحاب الملاحدة العرب يهمه هو محاربة الإسلام وفقط,1,0,0,11,[],[],[],https://pbs.twimg.com/profile_images/1825535732384976896/tcp2yn-h_normal.jpg,https://x.com/ESSONNE91350/status/1845185230342324231,tweet_id:1845185230342324231
Saif Al-dain Douma,@Douma_70,2024-10-12T19:23:45.000Z,False,"انت ولله بطران لدينك الملاحده الاجانب حرفياا من بدايتهم ولحد الساعه اغلبيتهم لا اكتراثين او حرت ما يعرف شنو توجه اساساا فأ حرفياا ما يهتم 

انت ولله ازمال كالك مجتمع ",1,0,0,14,[],[],"['\\U0001f923', '\\U0001f923']",https://pbs.twimg.com/profile_images/1842438200444207104/EzWnE2jm_normal.jpg,https://x.com/Douma_70/status/1845183595649937453,tweet_id:1845183595649937453
Saif Al-dain Douma,@Douma_70,2024-10-12T19:16:12.000Z,False,"حبيبي متكلي يا مجتمعات انت ولله بطران وعقلك خارط كلشش
اغلب الملاحده حتى في الغرب لا اكتراثين يعين مطيزين الوضعيه فقط الملحد العربي الكامز خابص طيزه لله وكيلك 
ولا اغلب الملاحده لدلو تلكاهم لا اكتراثين او لا يعرف انتمائه حتى",1,0,0,17,[],[],[],https://pbs.twimg.com/profile_images/1842438200444207104/EzWnE2jm_normal.jpg,https://x.com/Douma_70/status/1845181695764390093,tweet_id:1845181695764390093
Saif Al-dain Douma,@Douma_70,2024-10-12T19:13:49.000Z,False,"يعني شلون ما نضحك على الملاحدة ؟ ما نفشخهم 
جماعتك يسولفون على ابو الاسلاميه ما يدرون انو اني ملاحده بالمدرسه مالتي باعصهم بعص ",1,0,0,16,[],[],"['\\U0001f923', '\\U0001f923', '\\U0001f923']",https://pbs.twimg.com/profile_images/1842438200444207104/EzWnE2jm_normal.jpg,https://x.com/Douma_70/status/1845181093239980397,tweet_id:1845181093239980397
Saif Al-dain Douma,@Douma_70,2024-10-12T19:10:36.000Z,False,"يعني الملاحده العرب يبنون هكذا دول متقدمة  وتكنولوجياا
وهوة شبهات عن الاسلام يا دوب مدبرها 
بل حتى اغلبكم يا ملاحدة عوام وحمقى يعني اغبياء كثيراا فأي تقدم",1,0,0,28,[],[],"['\\U0001f923', '\\U0001f923', '\\U0001f923']",https://pbs.twimg.com/profile_images/1842438200444207104/EzWnE2jm_normal.jpg,https://x.com/Douma_70/status/1845180283550580939,tweet_id:1845180283550580939
عمار حمود,@hamoud_ammar9,2024-10-12T19:04:35.000Z,False,هاد حتى بهاجم مسلمي سوريا ومنبوذ من السوريين إلا الملاحدة والعلمنج، ولاؤه لأميركا,0,0,1,40,[],[],[],https://pbs.twimg.com/profile_images/1838178390102155265/sHwmnHvQ_normal.jpg,https://x.com/hamoud_ammar9/status/1845178772536033725,tweet_id:1845178772536033725
Abu Aaisha,@Strongarm_info,2024-10-12T18:46:49.000Z,False,أحسن الله إليكم شيخنا، ما حكم استخدام الهلال والنجمة كرمز للإسلام؟ فقد أصبح هذا الرمز شائعًا على قباب المساجد وفي الإشارات التي تدل على أماكن الصلاة. وقد اتهم بعض المنحرفين من الملاحدة والنصارى المسلمين بعبادة الهلال والنجمة، مستدلين بهذا الرمز.,0,0,1,79,[],[],[],https://pbs.twimg.com/profile_images/1669135042767998978/jQCbpeOT_normal.jpg,https://x.com/Strongarm_info/status/1845174298274578684,tweet_id:1845174298274578684
فاروق,@frwq589629,2024-10-12T18:37:01.000Z,False,"شدخل 
حتى الرافضة يقاتلون، حتى مقاتلي فيتنام الملاحدة كانوا يقاتلون الامريكان 
الاخونج معقولة انتم بهايم للدرجة هذي",0,0,0,5,[],[],[],https://pbs.twimg.com/profile_images/1834680549161541632/I9_4ha9t_normal.png,https://x.com/frwq589629/status/1845171835450593413,tweet_id:1845171835450593413
Rafiaa Saiid,@RafiaaSaii88558,2024-10-12T18:25:05.000Z,False,"هؤلاء الملاحدة بلا عقل ولا فكر 
يرددون ملاما غبيا تافها هراءا باسم العلم 
الطبيعة الغير العاقلة ينسبون اليها افعال الارادة و الانتخاب والاقصاء والاختيار ....
كلام مجانين فعلا",0,0,0,13,[],[],[],https://pbs.twimg.com/profile_images/1832497512348807169/nlmTghHV_normal.png,https://x.com/RafiaaSaii88558/status/1845168830990917673,tweet_id:1845168830990917673
مُـحَـمَـد | أبـو مُقـاتِـل,@JklUvjohhkj,2024-10-12T18:22:09.000Z,False,يا أهل السنة فزتم ورب محمد هلك الرافضة وزالت راياتهم دحر الملاحدة الجهمية ونشرت زندقاتهم علم شر الإخوان وشنعت آرائهم والله لأنكم خاصة الله في دنيانا الملعونة ما ظهرت فئة إلا وعكفتم على درء فسادهم فبالله عليكم كيف تضيعون قد هلك روؤس الكف.ر والزندقة ولاح نصر السنة فصبرا يرحمكم الله,1,2,11,188,[],[],[],https://pbs.twimg.com/profile_images/1844819484197998593/plgL1Q2W_normal.jpg,https://x.com/JklUvjohhkj/status/1845168091153543591,tweet_id:1845168091153543591
عبدالعزيز,@7J9sF1za65Rb6eN,2024-10-12T18:14:52.000Z,False,"لله الامر من قبل ومن بعد  
 والله وبالله وتالله لولا وقوف الروس الملاحدة بطائراتهم وعتادهم في صف هؤلاء النصيرية والرافضة الأوباش  لرأيت أشلائهم واجسادهم منثرة في شوارع الشام من قبل(الجيش السوري الحر )  ولسقط المجرم الأرهابي بشار القرد وزبانيتة وشبيحتة .¡¡
 لكن  الى الله المشتكى",0,0,2,191,[],[],[],https://pbs.twimg.com/profile_images/1554109292562841600/RYspcu9y_normal.jpg,https://x.com/7J9sF1za65Rb6eN/status/1845166260784615639,tweet_id:1845166260784615639
ن,@88888iil,2024-10-12T18:11:12.000Z,False,كثيرين منهم تدخل حسابهم تلاقيه في تغريده يصير ملحد عشان يعجب الملاحدة وفي تغريده مسلم شيعي وفي اخرى مسلم سني من نسل الامويين ومره يغرد بالانجليزي ويقول احنا ندعم الشواذ وكل الديانات مو نفس السعوديه لازم تحررونا,0,0,1,41,[],[],[],https://pbs.twimg.com/profile_images/1796957991993761794/K4lJLGtG_normal.jpg,https://x.com/88888iil/status/1845165335311266301,tweet_id:1845165335311266301
EL-TAR,@m3971570,2024-10-12T17:50:40.000Z,False,"القضية الفلسطينية صنم العصر وصكوك الغفران في زماننا هذا ارفع شعار فلسطين وسوف يتم اسلمتك وغسل عارك وإجرامك وفسقك وفسادك وإن كنت أكفر الكفار والحد الملاحدة وأجرم المجرمين... ولايوجد فتنة عصفت بالمسلمين في زماننا هذا قبل فتنة الدجال اكثر من فتنة قضية ""فلسطين الوطنية"".",0,0,1,113,[],[],[],https://pbs.twimg.com/profile_images/1841533943079751680/c1mxn1Il_normal.jpg,https://x.com/m3971570/status/1845160170793452017,tweet_id:1845160170793452017
مبارك بن مسعود الشبلي,@AlshiblyMubarak,2024-10-12T17:39:47.000Z,False,الإلحاد مكانه الصحيح هو أنتم معاشر الوهابية وقد تلظى مذهبكم إلى فرق ضالة مضلة وإذا شئت اقرأ كتاب عالمكم الذي زكاه إمام الحرم وهو عبدالله القصيمي الذي ألف كتابا كفريا إلحاديا وهو ( محاكمة الإله) تعالى الله عما يقولون علوا كبيرا..الآن ربما أكثر الملاحدة هم من الوهابية لسوء معتقدهم,0,0,0,21,[],[],[],https://pbs.twimg.com/profile_images/1397083418299613185/78GWt01r_normal.jpg,https://x.com/AlshiblyMubarak/status/1845157432562995588,tweet_id:1845157432562995588
د. سامي عامري,@DrSamiAmeri,2024-10-12T17:32:59.000Z,True,جزاكم الله خيرا.. ولعلّ المنشور (يستفزّ) الشباب لقراءة الكتاب (وهو صغير الحجم)؛ فإنّه يتنزّل في الحوار مع الملاحدة إلى أدنى درجات الجدال؛ بقَلبِ حجج الإلحاد شواهد بيّنةً للإيمان... وليس بعد ذلك درجة أدنى..,10,26,266,11K,[],[],[],https://pbs.twimg.com/profile_images/717501256500174849/jBwnhfmX_normal.jpg,https://x.com/DrSamiAmeri/status/1845155720897101904,tweet_id:1845155720897101904
خُلود,@lifewithklod_,2024-10-12T17:28:42.000Z,False,هالبربره تقولينها بين الملاحده والكفار مو بين المسلمين الي ديننا قائم على التراحم والموده والرأفة م نفكر بمنطقية وعقلانية نفكر كيف نقدم المساعدة كيف اهون عليها كيف اراعيها ايش محتاجها مو اقعد فوق راسها اعلمها عن قرارتها واحاسبها https://x.com/iqxeen/status//iqxeen/status/1844954260716282142…,0,0,1,108,[],[],[],https://pbs.twimg.com/profile_images/1787990767232823297/BpXgc-9C_normal.jpg,https://x.com/lifewithklod_/status/1845154641744417099,tweet_id:1845154641744417099
DL,@DL7923290095151,2024-10-12T17:28:06.000Z,False,"شكرا لزيادة علمنا  ، احب ان يزيد الملاحدة  من علمنا بغبائهم . 
الحين لدي سؤال، مالفرق بين و بين الشمبانزي؟؟؟",0,0,0,1,[],[],['\\U0001f609'],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://x.com/DL7923290095151/status/1845154490435223727,tweet_id:1845154490435223727
Hatem,@HatemHussa71312,2024-10-12T17:25:01.000Z,False,هههههههههههه هولاء الملاحدة اغبياء كما الشيخ ابو خفيفة، وكان القصه فصلت من شخص أرادها أن تكون بهذه النتيجه السطحيه بنفس سطحية عقله .,0,0,0,1,[],[],[],https://pbs.twimg.com/profile_images/1734795024808718336/F8xK0gRg_normal.png,https://x.com/HatemHussa71312/status/1845153716560609464,tweet_id:1845153716560609464
Nasser_almasri,@Nasseer_do,2024-10-12T16:59:54.000Z,False,سبحان الله لمجرد انتقاد الشيخ لمدح العوام امثالك يا نذل مش للمكرهين المجاهدين أمثال الشيخ ابو عبيدة للمجرم القاتل هيك انجنيتوا وصرت تعتبر ان الشيخ في كل محطاته الفكرية حتى التيرتضمل ردوده على الدواعش والنسوية والالحاد يلا يا فسل انصر الملاحدة عشان حسن زميرة يا خسيس,0,0,0,26,[],[],[],https://pbs.twimg.com/profile_images/1456472906087686169/xBzuYd50_normal.jpg,https://x.com/Nasseer_do/status/1845147391986483243,tweet_id:1845147391986483243
ABEER...,@AbeerAlmallahi,2024-10-12T16:59:33.000Z,False,"مشكلة الملاحده العرب انهم ما ارتاحوا و لا ريحوا احد لا مؤمنين و لا كافرين.. 
لان مشكلتهم ماكانت ابدا مع الله ولا الاسلام مشكلتهم كانت مع مجتمعات تؤمن بالعادات والتقاليد والبستها طابع القداسه و مع من يمتهنون مهنة علماء الدين الذين تقدموا الله في التحريم والتحليل.. #فداء_الدين",0,0,3,57,['#فداء_الدين'],[],[],https://pbs.twimg.com/profile_images/1844078412563881984/XCGrR-nB_normal.jpg,https://x.com/AbeerAlmallahi/status/1845147306200363259,tweet_id:1845147306200363259
غزة النخوة والعزة,@Almotanabbi22,2024-10-12T16:38:15.000Z,False,استمر في فضح الملاحدة والعلمانيين العرب فهم لا يقلون شذوذا وقذارة عن هؤلاء كونهم معجبين بهذه الحضارة القذرة ويريدون تصديرها للمجتمع الإسلامي,0,0,0,25,[],[],[],https://pbs.twimg.com/profile_images/1766830242633502721/3gIgaG-U_normal.png,https://x.com/Almotanabbi22/status/1845141946936832162,tweet_id:1845141946936832162
Mohamed Ben Abu Ali,@ben79902,2024-10-12T16:29:47.000Z,False,ولا واحد فيهم نسب نفسه للاقراد ،بل دأب ملوك بني ايوب على الانتساب للعرب ،فما علاقة اقراد سوريا الملاحدة بهم,1,0,1,79,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://x.com/ben79902/status/1845139815744012571,tweet_id:1845139815744012571
ܐܠܝ,@alimuslim007,2024-10-12T16:07:50.000Z,False,انا لما بفتح تويتر و بشوف فرقه الملاحده:,0,0,0,36,[],[],[],https://pbs.twimg.com/profile_images/1823437017419563008/A-xjImFj_normal.jpg,https://x.com/alimuslim007/status/1845134290620666287,tweet_id:1845134290620666287
عبد القدوس,@usa_moors,2024-10-12T15:50:34.000Z,False,بوتين قادر يختن كابرانات فرنسا الملاحدة في ظرف يوم واحد.,0,0,1,370,[],[],[],https://pbs.twimg.com/profile_images/1458681521167114243/XveqmT33_normal.jpg,https://x.com/usa_moors/status/1845129945544024100,tweet_id:1845129945544024100
AlphaM Seraj Fanari,@alphamusso5630,2024-10-12T15:49:45.000Z,False,روح حرر النساء و الأطفال من مخيمات الملاحده قبل التنظير على غيرك,1,0,0,29,[],[],[],https://pbs.twimg.com/profile_images/1734117355142164480/OyKfw7xT_normal.jpg,https://x.com/alphamusso5630/status/1845129741281419417,tweet_id:1845129741281419417
Sulaiman,@great21002,2024-10-12T15:20:23.000Z,False,"ومن قال ان القرآن اكثر آياته مجهولة المعنى.

انت تألف موضوع ومن ثم تهاجمه(والله كل ملحد جلدته دائما يقوم بتأليف سيناريو ثم يهاجمه او يتهرب من الإجابه وينتقل من موضوع إلى آخر)،هذا هو اسلوبكم

على كل حال أجب عن التحدي، الخاص بآية وجعلنا من الماء كل شيء حي.

ولا تتهرب كباقي الملاحده",1,0,0,26,[],[],[],https://pbs.twimg.com/profile_images/1560650885088387074/n-DKKctx_normal.jpg,https://x.com/great21002/status/1845122347805593792,tweet_id:1845122347805593792
Mo'men Megdadi | مؤمن مقدادي,@MoMegdadi,2024-10-12T15:09:14.000Z,True,كالعادة أبدع الدكتور سامي عامري   في اختيار عنوان هذا الكتاب الذي كان عنوانه حاضرًا ويترجم نفسه ويسطر علمه ويتجلى ويتجسد في كل حرف من صفحات الكتاب الذي أبدع فيه وأتقن نسجه وأجاد في صياغته وبرع في نقله وتفنن في سرده والذي ضرب وهز قعر الخرافات التي يتمسك بها الملاحدة,9,28,188,18K,[],['@DrSamiAmeri'],[],https://pbs.twimg.com/profile_images/1759687111936974848/5MtqsNco_normal.jpg,https://x.com/MoMegdadi/status/1845119543460421994,tweet_id:1845119543460421994
فوائد أبي جعفر الخليفي,@falkulife,2024-10-12T14:24:59.000Z,True,"بيان كذب قصة أبي حنيفة مع الملاحدةالحمد لله والصلاة والسلام على رسول الله وعلى آله وصحبه ومن والاه، أما بعد :

فهذه قصة منتشرة في المنتديات وفيها مخالفات عقدية

قال الملحدون لأبي حنيفة : في أي سنة وجد ربك ؟

قال : الله موجود قبل التاريخ والأزمنة لا أول لوجوده ..

قال لهم : ماذا",5,16,155,8K,[],[],[],https://pbs.twimg.com/profile_images/1548850638670422017/RRI2AWVt_normal.jpg,https://x.com/falkulife/status/1845108407092535695,tweet_id:1845108407092535695
Mohamed Alamer,@MohamOmer,2024-10-12T13:43:40.000Z,False,"اتذكرها جيدا لقد كانت ليلة عسيرة على الملاحدة .
حفظ الله الشيخ المجاهد مزمل فقيري .",1,0,1,461,[],[],[],https://pbs.twimg.com/profile_images/1418547095859077120/Ft8bWi32_normal.jpg,https://x.com/MohamOmer/status/1845098008607596865,tweet_id:1845098008607596865
XPOMADA,@ESSONNE91350,2024-10-12T13:27:25.000Z,False,يعرفون لكن يصنعون رأي عام لصالح إسرائيل بنو مزغون الملاحدة شواد,0,0,0,9,[],[],[],https://pbs.twimg.com/profile_images/1825535732384976896/tcp2yn-h_normal.jpg,https://x.com/ESSONNE91350/status/1845093920964813054,tweet_id:1845093920964813054
Brandon,@BrandOfFate,2024-10-12T13:23:05.000Z,False,"الحمدالله انهم فرحانين، يعني بدك ياهم ان لا يفرحوا وامريكا قتلت الملاين منهم وتدعم قتلهم؟ ما بال الملاحده القحاب هذيهي الايام، يزعلون على فرحه الملاين بعذاب الظلمه ولكن لا يتكلمون من قتل الملاين بيده واسلحته. الحمدلله انهم يعرفون من عدوهم

الله يلعن امثالكم..",0,0,0,5,[],[],[],https://pbs.twimg.com/profile_images/1825503242517651456/FsUBRDDJ_normal.jpg,https://x.com/BrandOfFate/status/1845092827975336057,tweet_id:1845092827975336057
ألبير كامو88,@JIB91P,2024-10-12T13:20:26.000Z,False,قصص نوم للاطفال ههههه هل الملاحدة يؤمنون بالروح حتى يذكرونها في نقاشهم,0,0,0,301,[],[],[],https://pbs.twimg.com/profile_images/1248259282375602176/J_OMM8Xd_normal.jpg,https://x.com/JIB91P/status/1845092162712506443,tweet_id:1845092162712506443
Mohmed Ali,@MohmedA93441210,2024-10-12T13:09:16.000Z,False,هههههههههه التقدم عند الملاحده هو التعري فقط,0,0,0,23,[],[],[],https://pbs.twimg.com/profile_images/1517791294835335168/MRrqO1BK_normal.png,https://x.com/MohmedA93441210/status/1845089351891398742,tweet_id:1845089351891398742
الأشرف صلاح الدين خليل فاتح عكا,@egyptfuture12,2024-10-12T12:56:44.000Z,False,"تيار القومية ده طالع قريب
الأصل فيه كان المسيحين و الملاحدةبس بسبب رد العروبيين عليهم دخل مسلمين كثير التيار ده وخصوصا مع موجة التحقير من المصريين و تاريخهم و حصر الإسلام على العرب فقط
عامة عبد الناصر و صدام ليهم حاجات زي اللي فوق عادي",3,2,7,493,[],[],[],https://pbs.twimg.com/profile_images/1844908458836979724/x4RcGQKC_normal.jpg,https://x.com/egyptfuture12/status/1845086200249368622,tweet_id:1845086200249368622
lady,@lammoof,2024-10-12T10:20:54.000Z,False,معقولة هذي نظرية الملاحدة في تطور البشرية؟؟؟,0,0,2,96,[],[],[],https://pbs.twimg.com/profile_images/1844663281123835916/qL6aAsXX_normal.jpg,https://x.com/lammoof/status/1845046982500311286,tweet_id:1845046982500311286
